地区,Year,DispIncome,HousePrice,GDP,Books,EPS,STRHE,STRHS,Museums,ESH,STRPS,CPI,EHE,EducFund
Guizhou,2016,15121.0,3704.0,31589.0,0.35,4097.0,18.02,16.28,73.0,4583.0,17.93,103.6,2005.0,10335342.0
Guizhou,2017,16704.0,4165.0,35988.0,0.39,4316.0,17.89,15.77,84.0,4502.0,17.92,100.0,2129.0,12488005.0
Guizhou,2018,18430.0,5129.19,40271.0,0.41,4328.0,18.22,15.13,91.0,4379.0,17.89,100.7,2254.0,12732768.0
Guizhou,2019,20397.0,5480.0,43727.0,0.44,4292.0,19.34,14.57,91.0,4170.0,18.27,106.4,2453.0,13622935.0
Guizhou,2020,21795.0,5600.0,46355.0,0.43,4384.0,20.62,14.12,92.0,4007.0,18.48,110.3,2654.0,14479368.0
Liaoning,2010,13953.0,4303.0,31888.0,,1932.0,16.82,16.01,61.0,2900.0,14.85,103.0,2671.0,6242615.0
Liaoning,2011,16429.0,4542.88,37353.0,0.71,1970.0,16.95,15.5,62.0,2797.0,14.91,105.2,2712.0,7809413.0
Liaoning,2012,18761.0,4717.21,40778.0,0.79,1961.0,17.17,14.72,62.0,2675.0,14.72,102.8,2811.0,
Liaoning,2013,20818.0,4918.0,43956.0,0.76,1951.0,17.28,14.1,63.0,2539.0,14.33,102.4,2903.0,9302062.0
Liaoning,2014,22820.0,5107.0,45915.0,0.81,1991.0,17.27,13.34,63.0,2427.0,14.07,101.7,2933.0,8700533.0
Liaoning,2015,24576.0,5486.0,46482.0,0.85,2074.0,17.12,12.68,64.0,2334.0,14.28,101.4,2876.0,8781171.0
Liaoning,2016,26040.0,5876.0,47069.0,0.9,2083.0,16.82,12.35,65.0,2297.0,14.16,102.5,2845.0,9206907.0
Liaoning,2017,27835.0,6458.0,50221.0,0.91,2179.0,17.45,12.26,65.0,2303.0,13.88,99.4,2859.0,9651893.0
Liaoning,2018,29701.0,7358.35,54657.0,0.96,2091.0,17.18,11.75,65.0,2195.0,14.27,102.2,2866.0,9759379.0
Liaoning,2019,31820.0,8249.0,58019.0,1.01,2099.0,18.46,11.48,65.0,2135.0,14.2,106.1,3136.0,10593957.0
Liaoning,2020,32738.0,9034.0,58629.0,1.06,1976.0,19.63,11.33,65.0,2099.0,14.28,107.4,3487.0,10988599.0
Chongqing,2010,10984.0,4040.0,28084.0,,2479.0,17.51,19.45,37.0,4000.0,17.23,103.2,2413.0,4068437.0
Chongqing,2011,13037.0,4492.3,34864.0,0.39,2921.0,17.43,18.95,39.0,3983.0,16.95,105.3,2522.0,5039550.0
Chongqing,2012,14924.0,4804.8,39180.0,0.52,3058.0,17.53,18.13,39.0,3995.0,17.04,102.6,2734.0,
Chongqing,2013,16569.0,5239.0,43527.0,0.38,3033.0,17.6,17.54,71.0,3989.0,17.27,102.7,2894.0,6565622.0
Chongqing,2014,18352.0,5094.0,48311.0,0.42,3012.0,17.39,16.88,78.0,3849.0,17.48,101.8,3017.0,6979973.0
Chongqing,2015,20110.0,5012.0,52480.0,0.43,3061.0,17.6,15.92,78.0,3702.0,17.44,101.3,3071.0,7971003.0
Chongqing,2016,22034.0,5162.0,58327.0,0.47,3091.0,17.16,15.21,82.0,3461.0,17.05,103.6,3059.0,8863208.0
Chongqing,2017,24153.0,6605.0,64171.0,0.54,3145.0,17.94,15.26,94.0,3305.0,16.76,98.2,3084.0,9483526.0
Chongqing,2018,26386.0,8189.98,68460.0,0.58,3132.0,17.64,15.46,100.0,3268.0,16.56,101.4,3081.0,10216274.0
Chongqing,2019,28920.0,8657.0,74337.0,0.61,3167.0,18.64,15.46,104.0,3298.0,16.02,106.8,3258.0,11442967.0
Chongqing,2020,30824.0,8917.0,78294.0,0.62,3226.0,18.15,15.34,105.0,3353.0,15.5,107.9,3438.0,11823943.0
Shaanxi,2010,9412.0,3668.0,26388.0,,1868.0,17.26,17.72,106.0,4931.0,14.9,104.0,3208.0,5143635.0
Shaanxi,2011,11229.0,4705.28,32467.0,0.33,2752.0,17.92,17.48,122.0,4865.0,14.83,105.7,3378.0,6838342.0
Shaanxi,2012,12885.0,4803.05,37453.0,0.37,3139.0,18.19,16.75,194.0,4479.0,14.06,102.8,3525.0,
Shaanxi,2013,14372.0,4991.0,41906.0,0.37,3387.0,18.07,15.79,221.0,4012.0,13.96,103.0,3612.0,8926920.0
Shaanxi,2014,15837.0,4823.0,45610.0,0.4,3527.0,18.17,14.95,238.0,3598.0,14.21,101.6,3652.0,9101672.0
Shaanxi,2015,17395.0,5082.0,46654.0,0.4,3701.0,17.83,14.1,249.0,3320.0,14.93,101.0,3628.0,9674438.0
Shaanxi,2016,18874.0,5264.0,49341.0,0.43,3774.0,17.35,13.63,274.0,3101.0,15.48,103.1,3540.0,10049114.0
Shaanxi,2017,20635.0,6477.0,55216.0,0.45,3804.0,17.99,13.21,282.0,3076.0,15.86,99.4,3582.0,10545862.0
Shaanxi,2018,22528.0,7921.85,61115.0,0.49,3685.0,17.69,12.59,294.0,2894.0,16.18,102.0,3562.0,11375081.0
Shaanxi,2019,24666.0,8798.0,65506.0,0.54,3596.0,18.42,11.9,294.0,2868.0,16.26,105.6,3812.0,12490355.0
Shaanxi,2020,26226.0,9624.0,65867.0,0.55,3647.0,19.16,11.44,309.0,2937.0,16.33,107.6,4132.0,13169806.0
Qinghai,2010,8659.0,2894.0,20418.0,,2009.0,14.0,14.27,18.0,3790.0,19.52,105.4,1119.0,1062206.0
Qinghai,2011,10024.0,3090.01,24233.0,0.65,2380.0,13.98,13.88,22.0,3720.0,19.77,106.1,1082.0,1552462.0
Qinghai,2012,11470.0,3692.21,26839.0,0.66,2699.0,14.74,13.8,22.0,3590.0,19.1,103.1,1133.0,
Qinghai,2013,12948.0,3957.0,30005.0,0.66,2909.0,15.13,13.64,22.0,3638.0,17.6,103.9,1162.0,1569408.0
Qinghai,2014,14374.0,4294.0,32218.0,0.67,3028.0,15.36,14.19,22.0,3651.0,18.28,102.8,1220.0,1976886.0
Qinghai,2015,15813.0,4241.0,34883.0,0.7,3160.0,15.66,13.46,23.0,3659.0,17.15,102.6,1275.0,2073501.0
Qinghai,2016,17302.0,4612.0,38968.0,0.76,3398.0,15.26,13.48,23.0,3637.0,17.34,102.3,1319.0,2162973.0
Qinghai,2017,19001.0,5298.0,42211.0,0.77,3495.0,15.64,13.62,23.0,3647.0,17.02,99.9,1391.0,2343469.0
Qinghai,2018,20757.0,5936.6,46854.0,0.79,3590.0,15.75,13.03,24.0,3697.0,17.68,102.7,1426.0,2640309.0
Qinghai,2019,22618.0,7269.0,49976.0,0.81,3564.0,16.54,12.64,24.0,3490.0,17.6,105.3,1486.0,2894894.0
Qinghai,2020,24037.0,8164.0,50845.0,0.98,3735.0,17.37,12.45,24.0,3569.0,17.63,106.5,1499.0,2931351.0
Heilongjiang,2010,10846.0,3492.0,21694.0,,1285.0,16.85,15.15,76.0,2881.0,12.42,103.9,2447.0,4048565.0
Heilongjiang,2011,12605.0,3682.78,26093.0,0.46,1465.0,16.16,14.92,103.0,3034.0,12.69,105.8,2409.0,4838173.0
Heilongjiang,2012,14302.0,3725.51,29352.0,0.48,1510.0,16.19,14.38,104.0,2985.0,12.95,103.2,2441.0,
Heilongjiang,2013,15903.0,4435.0,32068.0,0.48,1410.0,16.19,14.03,156.0,2658.0,11.28,102.2,2529.0,6006258.0
Heilongjiang,2014,17404.0,4517.0,33464.0,0.45,1397.0,16.19,13.32,158.0,2381.0,11.29,101.5,2555.0,6278812.0
Heilongjiang,2015,18593.0,4818.0,32759.0,0.48,1389.0,16.23,13.1,158.0,2313.0,11.74,101.1,2518.0,7040039.0
Heilongjiang,2016,19838.0,5029.0,34025.0,0.51,1385.0,15.2,12.99,176.0,2193.0,12.05,102.6,2427.0,7336607.0
Heilongjiang,2017,21206.0,6073.0,35887.0,0.57,1472.0,15.51,13.11,183.0,2158.0,12.02,98.6,2403.0,7545432.0
Heilongjiang,2018,22726.0,6678.06,38199.0,0.59,1378.0,15.31,12.85,191.0,2079.0,11.93,100.9,2405.0,7612173.0
Heilongjiang,2019,24254.0,7323.0,41156.0,0.62,1351.0,15.97,12.86,193.0,2054.0,11.94,107.4,2531.0,8115856.0
Heilongjiang,2020,24902.0,7009.0,42432.0,0.74,1280.0,16.03,12.92,191.0,2125.0,12.0,108.0,2695.0,8422728.0
,2010,,,,,,,,,,,,,
,2011,,,,,,,,,,,,,
,2012,,,,,,,,,,,,,
,2013,,,,,,,,,,,,,
,2014,,,,,,,,,,,,,
,2015,,,,,,,,,,,,,
,2016,,,,,,,,,,,,,
,2017,,,,,,,,,,,,,
,2018,,,,,,,,,,,,,
,2019,,,,,,,,,,,,,
,2020,,,,,,,,,,,,,
